chromosome,bp_min,bp_max,num_nodes,num_links,num_gendered_links,num_married,num_married_within_slice,num_married_ibd_links
4,5755524,6224403,6099,239,125,1246,1041,1
4,6224403,6648300,7249,309,158,1246,1197,1
4,6648300,6649067,6556,276,137,1246,1071,1
4,6649067,6961589,8063,390,195,1246,1320,2
4,6961589,7241122,8279,399,194,1246,1340,2
4,7241122,7529367,10183,859,416,1246,1646,3
4,7529367,7807834,9744,831,404,1246,1583,2
4,7807834,7808752,9000,764,366,1246,1468,2
4,7808752,8097190,9094,772,371,1246,1481,2
4,8097190,9629051,10613,1081,534,1246,1728,1
4,9629051,11157673,9499,802,414,1246,1557,1
4,11157673,11475911,9380,793,408,1246,1539,1
4,11475911,13632667,9399,596,313,1246,1545,1
4,13632667,14602175,8203,452,232,1246,1350,1
4,14602175,15528989,8571,503,260,1246,1412,1
4,15528989,16528453,8813,561,289,1246,1444,1
4,16528453,17082907,8714,493,257,1246,1446,1
4,17082907,17623669,8459,436,224,1246,1397,0
4,17623669,20327010,8152,377,183,1246,1344,0
4,20327010,21363584,7096,247,116,1246,1147,0
4,21363584,23313796,7081,257,123,1246,1154,0
4,23313796,24508788,7341,277,133,1246,1193,0
4,24508788,24876608,7371,322,153,1246,1205,0
4,24876608,25684294,8696,477,234,1246,1413,0
4,25684294,25695022,7745,407,199,1246,1258,0
4,25695022,25950606,8640,488,234,1246,1410,0
4,25950606,26708791,9259,521,255,1246,1507,0
4,26708791,27614463,9056,520,260,1246,1486,0
4,27614463,29001748,8871,492,234,1246,1463,0
4,29001748,30235587,8304,461,227,1246,1378,0
4,30235587,31681701,7641,382,178,1246,1262,0
4,31681701,33640782,7520,305,146,1246,1222,0
4,33640782,36324442,7312,255,127,1246,1206,0
4,36324442,37488461,7023,233,112,1246,1177,0
4,37488461,38568456,7622,265,133,1246,1264,0
4,38568456,39583823,7271,260,127,1246,1211,0
4,39583823,40543301,7395,274,123,1246,1226,0
4,40543301,41165023,7199,295,132,1246,1223,0
4,41165023,42490680,7851,340,149,1246,1315,0
4,42490680,44669723,7421,309,131,1246,1237,1
4,44669723,49628667,8103,364,157,1246,1362,2
4,49628667,54927037,8083,354,159,1246,1325,3
4,54927037,55944842,8377,363,171,1246,1356,2
4,55944842,56857500,8210,378,176,1246,1307,2
4,56857500,57587563,8444,385,192,1246,1354,3
4,57587563,58979760,8201,361,183,1246,1314,4
4,58979760,58987458,6191,193,105,1246,994,3
4,58987458,61750546,7108,243,128,1246,1160,3
4,61750546,64059578,7579,302,152,1246,1231,3
4,64059578,66556084,7315,268,137,1246,1174,2
4,66556084,69246945,7741,304,148,1246,1237,3
4,69246945,71875684,8115,355,175,1246,1293,3
4,71875684,73428783,8255,416,202,1246,1330,3
4,73428783,75036960,7933,390,192,1246,1286,3
4,75036960,77508727,7954,380,196,1246,1284,2
4,77508727,78597444,6396,221,120,1246,1016,2
4,78597444,81213813,6223,211,115,1246,999,1
4,81213813,81215950,4886,149,81,1246,799,0
4,81215950,83613357,6110,212,115,1246,981,1
4,83613357,84635314,6733,231,119,1246,1047,1
4,84635314,86214402,8004,360,180,1246,1277,2
4,86214402,87165644,8863,448,227,1246,1429,2
4,87165644,89279969,9252,529,267,1246,1507,1
4,89279969,90010941,8635,456,222,1246,1416,2
4,90010941,91459342,9299,531,254,1246,1521,2
4,91459342,93800055,8438,404,197,1246,1379,2
4,93800055,95676006,7819,310,148,1246,1284,2
4,95676006,98206435,8493,396,195,1246,1391,2
4,98206435,100178151,8573,429,215,1246,1391,2
4,100178151,101551025,8874,447,233,1246,1446,2
4,101551025,104361011,9283,507,265,1246,1510,1
4,104361011,105805879,8744,499,257,1246,1447,1
4,105805879,107903545,8807,539,276,1246,1470,1
4,107903545,109598259,8625,527,265,1246,1453,2
4,109598259,110994010,8259,462,216,1246,1358,2
4,110994010,111880120,8919,546,257,1246,1434,2
4,111880120,113243248,8690,502,233,1246,1420,2
4,113243248,114354242,8832,507,244,1246,1449,1
4,114354242,116381753,9043,661,335,1246,1505,0
4,116381753,118215853,8608,634,318,1246,1434,0
4,118215853,121319869,8624,617,304,1246,1446,0
4,121319869,123597377,7100,279,128,1246,1189,0
4,123597377,126034187,6475,193,93,1246,1085,0
4,126034187,128604159,6744,219,110,1246,1140,0
4,128604159,131220657,8745,453,236,1246,1448,0
4,131220657,132903372,8837,541,287,1246,1448,1
4,132903372,134694217,9015,567,301,1246,1477,1
4,134694217,137312213,8514,485,255,1246,1387,1
4,137312213,139011861,7376,295,148,1246,1202,1
4,139011861,140115744,6695,229,109,1246,1086,0
4,140115744,141304509,6752,230,106,1246,1133,0
4,141304509,142199380,6199,186,86,1246,1030,0
4,142199380,145689346,7299,279,121,1246,1195,0
4,145689346,147188716,9036,549,248,1246,1514,0
4,147188716,148194148,8631,517,236,1246,1430,0
4,148194148,150448604,9191,556,261,1246,1536,0
4,150448604,153490847,8046,358,174,1246,1317,0
4,153490847,154044043,7820,318,150,1246,1307,0
4,154044043,154759949,7463,273,127,1246,1222,0
4,154759949,156635885,7883,303,145,1246,1290,0
4,156635885,158276014,6933,254,129,1246,1139,0
4,158276014,160026546,7615,333,167,1246,1261,0
4,160026546,162076088,8205,369,186,1246,1368,0
4,162076088,163935207,9499,632,323,1246,1558,0
4,163935207,164792875,9750,693,345,1246,1612,0
4,164792875,165669160,9491,681,343,1246,1583,0
4,165669160,166871383,8815,533,262,1246,1457,0
4,166871383,168964882,7591,298,147,1246,1238,0
4,168964882,170038894,8622,543,263,1246,1387,0
4,170038894,170900562,8450,540,259,1246,1346,0
4,170900562,172809788,8627,544,259,1246,1388,0
4,172809788,174894587,8316,496,241,1246,1348,1
4,174894587,175610550,6655,235,109,1246,1111,1
4,175610550,177065490,6668,220,105,1246,1104,1
4,177065490,178104943,6805,234,109,1246,1121,1
4,178104943,179233337,7636,327,176,1246,1264,1
4,179233337,179922847,8301,408,218,1246,1378,1
4,179922847,180691158,8959,513,271,1246,1494,1
4,180691158,181527590,8657,443,223,1246,1457,0
4,181527590,181947443,7723,405,204,1246,1313,0
4,181947443,182882060,8978,493,235,1246,1500,0
4,182882060,183266050,9190,554,284,1246,1518,1
4,183266050,183591707,8860,458,229,1246,1427,1
4,183591707,184359288,9229,471,239,1246,1490,1
4,184359288,184713915,7759,299,152,1246,1228,1
4,184713915,185077101,8062,343,180,1246,1287,2
4,185077101,185482878,8224,383,200,1246,1317,2
4,185482878,185845735,7498,331,171,1246,1218,2
4,185845735,186531579,7787,351,174,1246,1275,1
4,186531579,186871134,8130,427,220,1246,1329,0
4,186871134,187207381,9959,802,419,1246,1625,1
4,187207381,187549428,10725,1079,567,1246,1763,2
4,187549428,187894710,12424,3791,1943,1246,2033,2
4,187894710,188150368,12328,4476,2299,1246,2039,2
4,188150368,188155036,11671,4209,2154,1246,1939,2
4,188155036,188366900,11726,4212,2155,1246,1950,2
4,188366900,189636187,11251,3572,1822,1246,1889,1
4,189636187,190676293,4379,110,60,1246,731,0
5,29880,1227026,6932,327,173,1246,1108,0
5,1227026,1624351,8685,593,308,1246,1405,0
5,1624351,2003912,9226,638,334,1246,1503,0
5,2003912,2007035,8484,584,307,1246,1393,0
5,2007035,2403444,9161,636,331,1246,1488,0
5,2403444,2784065,7183,262,128,1246,1133,0
5,2784065,2787540,5528,164,80,1246,849,0
5,2787540,3221345,6338,219,106,1246,979,0
5,3221345,3944566,5879,203,100,1246,912,0
5,3944566,4695085,6164,207,101,1246,985,0
5,4695085,5239309,7289,295,156,1246,1189,0
5,5239309,5605051,8126,373,197,1246,1339,0
5,5605051,6041404,9515,696,356,1246,1570,1
5,6041404,6546514,9797,725,368,1246,1595,1
5,6546514,7215653,9627,726,379,1246,1574,2
5,7215653,7961212,8917,525,281,1246,1469,2
5,7961212,7963072,7499,318,172,1246,1227,2
5,7963072,9036790,9001,399,217,1246,1448,2
5,9036790,9471319,8340,326,177,1246,1336,2
5,9471319,9896163,8374,321,172,1246,1320,1
5,9896163,10258512,8252,334,164,1246,1311,1
5,10258512,10260247,7071,266,128,1246,1115,1
5,10260247,10768760,8263,337,171,1246,1303,1
5,10768760,11448668,7913,318,157,1246,1247,1
5,11448668,13572053,8583,445,220,1246,1374,2
5,13572053,14196176,9472,572,282,1246,1505,2
5,14196176,14827169,9548,597,297,1246,1532,2
5,14827169,16215938,9875,606,313,1246,1585,2
5,16215938,16765821,8842,493,246,1246,1423,2
5,16765821,17808002,8177,380,196,1246,1342,2
5,17808002,19794473,7195,278,135,1246,1156,2
5,19794473,21919536,7793,351,169,1246,1262,1
5,21919536,23475692,8443,422,197,1246,1369,2
5,23475692,24734683,8085,392,183,1246,1310,2
5,24734683,26343342,8441,378,186,1246,1365,2
5,26343342,27959466,8961,452,214,1246,1456,3
5,27959466,30080101,9978,622,304,1246,1595,3
5,30080101,30918721,9366,561,270,1246,1504,3
5,30918721,31744422,9403,540,253,1246,1517,3
5,31744422,31967192,6904,251,121,1246,1161,3
5,31967192,33168133,6825,242,122,1246,1149,2
5,33168133,34234799,6962,244,122,1246,1167,2
5,34234799,35420152,7956,381,197,1246,1325,2
5,35420152,37306056,9035,614,332,1246,1479,1
5,37306056,38026407,9342,690,375,1246,1512,1
5,38026407,38559369,10573,975,513,1246,1716,1
5,38559369,39130690,10650,1113,566,1246,1729,2
5,39130690,40871158,10980,1126,568,1246,1778,2
5,40871158,43313942,10426,945,475,1246,1698,2
5,43313942,52046088,9254,556,285,1246,1506,1
5,52046088,53841481,8002,340,169,1246,1312,0
5,53841481,55395112,7285,260,123,1246,1187,0
5,55395112,56215745,8241,377,185,1246,1328,0
5,56215745,57268667,8342,384,186,1246,1348,0
5,57268667,58994443,8133,351,164,1246,1306,1
5,58994443,62081674,7364,261,118,1246,1200,2
5,62081674,65118738,6681,210,93,1246,1104,2
5,65118738,66633421,6953,228,109,1246,1164,2
5,66633421,67935636,7267,236,115,1246,1183,1
5,67935636,71096916,7723,285,137,1246,1247,1
5,71096916,72320611,7493,263,129,1246,1217,1
5,72320611,73376087,7643,279,137,1246,1260,1
5,73376087,74105733,9892,961,489,1246,1643,1
5,74105733,74749637,9871,984,497,1246,1622,0
5,74749637,74752658,9727,973,492,1246,1597,0
5,74752658,75690470,10047,984,498,1246,1646,1
5,75690470,76356973,9073,560,290,1246,1475,1
5,76356973,76358797,6271,162,88,1246,1036,1
5,76358797,77627885,7391,246,133,1246,1241,1
5,77627885,78702123,7714,280,161,1246,1289,1
5,78702123,80008324,9329,577,306,1246,1545,0
5,80008324,80898725,9841,705,352,1246,1626,0
5,80898725,80904142,9183,630,306,1246,1491,0
5,80904142,81953807,9729,695,344,1246,1585,1
5,81953807,82969704,9302,557,273,1246,1502,3
5,82969704,85776114,8521,387,199,1246,1368,4
5,85776114,88696876,7795,310,157,1246,1246,3
5,88696876,88700509,7059,254,122,1246,1130,3
5,88700509,89988279,8090,360,176,1246,1311,3
5,89988279,93008722,8219,387,188,1246,1373,4
5,93008722,94905602,7275,307,155,1246,1201,1
5,94905602,96823754,7836,353,195,1246,1290,2
5,96823754,98727074,7240,301,169,1246,1191,3
5,98727074,103315089,7342,308,166,1246,1207,3
5,103315089,106627523,6146,206,108,1246,979,3
5,106627523,108202677,6176,204,106,1246,1019,3
5,108202677,110138187,7050,269,123,1246,1159,3
5,110138187,111832481,7032,263,112,1246,1146,3
5,111832481,113711885,7670,300,133,1246,1247,3
5,113711885,115476872,8191,394,195,1246,1339,4
5,115476872,116181428,8279,421,214,1246,1367,3
5,116181428,117017440,7864,386,195,1246,1307,3
5,117017440,120591635,7824,356,179,1246,1307,3
5,120591635,121916936,6388,183,88,1246,1063,1
5,121916936,123919181,6276,173,92,1246,1054,0
5,123919181,125108785,6111,164,89,1246,991,1
5,125108785,126906409,7234,264,147,1246,1182,1
5,126906409,128746663,7510,302,161,1246,1222,1
5,128746663,132444128,7604,312,167,1246,1234,1
5,132444128,133399148,7461,296,141,1246,1239,1
5,133399148,134957413,7026,240,106,1246,1144,1
5,134957413,136296522,6854,246,103,1246,1095,1
5,136296522,140185132,7492,335,148,1246,1219,1
5,140185132,141648926,7543,340,163,1246,1223,1
5,141648926,142217070,9767,970,483,1246,1613,1
5,142217070,142772807,10459,1336,681,1246,1716,1
5,142772807,143501342,10773,1418,730,1246,1762,1
5,143501342,145559650,10491,1169,603,1246,1713,1
5,145559650,146513049,8505,440,232,1246,1375,1
5,146513049,147719440,7783,299,158,1246,1287,1
5,147719440,148738832,7685,316,161,1246,1271,1
5,148738832,149566189,9544,880,449,1246,1571,2
5,149566189,149937739,10262,1154,579,1246,1668,2
5,149937739,150602723,10497,1187,586,1246,1693,2
5,150602723,151302740,9525,724,353,1246,1553,1
5,151302740,153551892,7590,279,134,1246,1221,1
5,153551892,155778744,7194,242,117,1246,1174,1
5,155778744,158542512,6687,239,122,1246,1115,1
5,158542512,159441014,6776,259,131,1246,1120,1
5,159441014,161149122,6777,251,130,1246,1105,1
5,161149122,162610170,7803,394,209,1246,1281,2
5,162610170,163747335,7787,372,205,1246,1256,3
5,163747335,165106520,9138,535,280,1246,1482,2
5,165106520,165821645,8914,551,282,1246,1458,2
5,165821645,166542621,9494,646,335,1246,1569,2
5,166542621,167032761,9352,640,324,1246,1576,1
5,167032761,167845765,9045,542,279,1246,1509,1
5,167845765,168467690,8881,572,296,1246,1484,2
5,168467690,169055112,9461,629,322,1246,1556,1
5,169055112,169672857,9860,706,344,1246,1625,1
5,169672857,169951771,9707,694,356,1246,1592,1
5,169951771,170439669,9102,556,282,1246,1477,1
5,170439669,171501294,9903,734,366,1246,1627,1
5,171501294,171928245,8733,573,273,1246,1408,1
5,171928245,171934492,8221,541,259,1246,1343,1
5,171934492,172427650,8980,626,297,1246,1481,1
5,172427650,172901863,9879,802,369,1246,1605,2
5,172901863,172902359,7897,479,222,1246,1280,1
5,172902359,173213312,8620,556,263,1246,1398,1
5,173213312,173684268,8392,526,254,1246,1374,1
5,173684268,173684581,7377,414,203,1246,1200,1
5,173684581,174274794,7699,417,208,1246,1254,1
5,174274794,175023656,7143,273,139,1246,1191,0
5,175023656,175797836,8676,563,282,1246,1408,0
5,175797836,176547617,9888,777,386,1246,1610,0
5,176547617,177484097,10184,850,422,1246,1656,0
5,177484097,178034508,9300,581,276,1246,1521,0
5,178034508,178622958,8101,429,203,1246,1327,0
5,178622958,179201847,7317,291,136,1246,1222,0
5,179201847,180124985,6104,212,102,1246,1015,0
6,149636,1062306,6390,322,156,1246,1077,0
6,1062306,1322033,7225,360,178,1246,1186,0
6,1322033,1577662,8089,416,208,1246,1339,0
6,1577662,2129479,8664,464,233,1246,1440,0
6,2129479,2693201,7905,367,185,1246,1290,0
6,2693201,3271703,7591,345,177,1246,1250,0
6,3271703,3836353,6053,175,96,1246,992,1
6,3836353,4542423,6665,228,117,1246,1104,1
6,4542423,5090652,7031,260,126,1246,1151,1
6,5090652,5094746,6375,237,113,1246,1057,1
6,5094746,5661403,6985,258,122,1246,1155,1
6,5661403,6432541,7785,307,145,1246,1270,2
6,6432541,6858640,7433,255,119,1246,1202,1
6,6858640,7533317,8107,367,178,1246,1330,1
6,7533317,8372374,8886,502,244,1246,1466,0
6,8372374,9329222,9200,648,327,1246,1521,0
6,9329222,9977631,8745,571,284,1246,1438,0
6,9977631,10606584,9475,638,312,1246,1556,1
6,10606584,11242821,8313,444,220,1246,1353,1
6,11242821,11870940,8246,374,183,1246,1354,1
6,11870940,12507468,7698,319,157,1246,1274,0
6,12507468,13581952,7586,301,140,1246,1254,0
6,13581952,14503908,7293,298,137,1246,1211,0
6,14503908,15089680,9069,541,265,1246,1484,0
6,15089680,16178589,9259,606,299,1246,1534,0
6,16178589,16636587,9605,655,330,1246,1576,0
6,16636587,17434280,10724,948,474,1246,1759,0
6,17434280,18212733,9902,773,377,1246,1639,0
6,18212733,19589595,9469,707,349,1246,1559,0
6,19589595,20366062,8072,398,193,1246,1354,0
6,20366062,21855863,6791,225,118,1246,1112,0
6,21855863,22254730,6351,229,121,1246,1058,1
6,22254730,23858310,7214,335,173,1246,1217,2
6,23858310,24764927,7388,503,238,1246,1217,2
6,24764927,26758479,7390,512,237,1246,1206,2
6,26758479,30714479,6601,460,226,1246,1067,2
6,30714479,30719896,4366,178,94,1246,696,0
6,30719896,33885802,7014,370,196,1246,1147,0
6,33885802,34397920,6688,320,180,1246,1079,0
6,34397920,34398845,6447,309,170,1246,1043,0
6,34398845,36691249,7175,346,185,1246,1143,0
6,36691249,38709998,8234,396,199,1246,1336,1
6,38709998,39737234,8191,389,187,1246,1326,1
6,39737234,40558133,8877,472,231,1246,1454,1
6,40558133,41415737,8819,472,229,1246,1472,1
6,41415737,41677149,8256,380,184,1246,1373,1
6,41677149,42573285,7960,320,156,1246,1295,2
6,42573285,43501801,6551,210,100,1246,1062,2
6,43501801,43509490,5979,175,82,1246,959,2
6,43509490,44435492,8970,581,289,1246,1452,3
6,44435492,45345659,9565,1021,500,1246,1543,3
6,45345659,46054144,10287,1136,554,1246,1673,3
6,46054144,47107004,9849,1001,484,1246,1598,3
6,47107004,50451502,9915,809,395,1246,1638,2
6,50451502,51918923,8829,658,329,1246,1436,2
6,51918923,52899776,9208,688,343,1246,1484,2
6,52899776,54898870,9026,479,245,1246,1436,2
6,54898870,56063873,8346,380,196,1246,1348,1
6,56063873,65284871,8896,438,221,1246,1438,2
6,65284871,67546334,8340,347,166,1246,1351,2
6,67546334,70970743,9676,702,349,1246,1570,2
6,70970743,72026654,9885,918,468,1246,1622,2
6,72026654,73306528,9673,899,457,1246,1578,2
6,73306528,76686761,9659,810,417,1246,1586,2
6,76686761,78436549,7146,273,128,1246,1169,2
6,78436549,82453501,7157,272,124,1246,1154,2
6,82453501,85460711,6831,246,109,1246,1095,2
6,85460711,89739506,11636,4007,1922,1246,1916,3
6,89739506,90280447,11891,4256,2042,1246,1948,2
6,90280447,90821727,11932,4264,2049,1246,1950,2
6,90821727,91687637,9626,1344,645,1246,1574,2
6,91687637,93981227,6894,210,95,1246,1101,2
6,93981227,96979126,6691,210,101,1246,1074,2
6,96979126,98730208,6839,224,107,1246,1105,2
6,98730208,101120514,7715,270,135,1246,1257,1
6,101120514,102678103,6697,215,109,1246,1079,1
6,102678103,105480694,6796,216,113,1246,1091,0
6,105480694,106548131,7353,287,150,1246,1204,1
6,106548131,107269578,6751,257,132,1246,1090,1
6,107269578,108361990,7576,312,161,1246,1233,1
6,108361990,109618704,7695,358,177,1246,1277,1
6,109618704,111108209,8003,385,196,1246,1326,0
6,111108209,112691742,7625,359,182,1246,1250,0
6,112691742,116105988,7365,293,156,1246,1230,0
6,116105988,119628029,8355,497,249,1246,1399,0
6,119628029,122563680,10619,1411,712,1246,1758,0
6,122563680,123389077,10804,1450,730,1246,1787,0
6,123389077,123397329,10126,1297,654,1246,1678,0
6,123397329,124260436,10467,1333,674,1246,1726,0
6,124260436,125092686,8269,478,257,1246,1372,0
6,125092686,125096023,6028,216,117,1246,995,0
6,125096023,126494854,7764,305,166,1246,1266,0
6,126494854,129307807,7657,308,154,1246,1253,0
6,129307807,130375281,7350,289,137,1246,1200,0
6,130375281,132710688,7733,351,166,1246,1273,0
6,132710688,134167998,7754,359,165,1246,1301,0
6,134167998,134548634,8048,380,179,1246,1339,0
6,134548634,135764391,9725,807,414,1246,1603,0
6,135764391,136705253,10313,1120,594,1246,1688,0
6,136705253,137329034,10327,1132,603,1246,1690,0
6,137329034,138011558,10662,1097,579,1246,1740,0
6,138011558,138671827,9132,576,308,1246,1475,0
6,138671827,139273129,8491,455,243,1246,1378,0
6,139273129,140280398,8019,386,205,1246,1320,0
6,140280398,143446419,6661,243,126,1246,1076,0
6,143446419,146583120,7106,248,129,1246,1159,0
6,146583120,147784029,7008,273,137,1246,1128,0
6,147784029,148845813,7619,330,170,1246,1239,0
6,148845813,149202876,7228,295,152,1246,1193,1
6,149202876,150664714,7526,312,166,1246,1247,1
6,150664714,151360058,8649,504,274,1246,1451,1
6,151360058,151883930,9151,610,323,1246,1533,0
6,151883930,152452759,9455,638,335,1246,1586,0
6,152452759,153236988,9650,588,314,1246,1580,0
6,153236988,153973749,8516,387,209,1246,1376,0
6,153973749,154964472,7599,275,147,1246,1242,0
6,154964472,155619688,6984,225,113,1246,1108,1
6,155619688,155622481,5862,160,81,1246,942,1
6,155622481,156740095,6889,222,111,1246,1117,2
6,156740095,158505921,8355,377,175,1246,1381,3
6,158505921,158509750,7369,309,144,1246,1220,3
6,158509750,159377436,8168,389,184,1246,1337,3
6,159377436,160133957,8347,394,187,1246,1368,3
6,160133957,161642445,7511,320,166,1246,1236,3
6,161642445,162424476,8107,359,196,1246,1319,3
6,162424476,162798313,7098,273,147,1246,1154,2
6,162798313,163938331,7262,281,152,1246,1187,2
6,163938331,163947045,5632,170,88,1246,908,2
6,163947045,165087675,6957,253,132,1246,1118,2
6,165087675,166090378,7389,307,153,1246,1168,1
6,166090378,166502703,8000,407,207,1246,1257,0
6,166502703,166895934,8841,515,267,1246,1416,1
6,166895934,166897928,7707,420,222,1246,1249,1
6,166897928,167391763,9028,572,303,1246,1473,1
6,167391763,168045357,7759,409,212,1246,1290,1
6,168045357,168689359,8218,419,217,1246,1362,2
6,168689359,168809019,6116,203,101,1246,994,3
6,168809019,169671532,6214,203,100,1246,1002,3
6,169671532,170606719,5328,157,81,1246,836,3
7,41421,1031117,4793,140,70,1246,762,0
7,1031117,2052318,6259,233,111,1246,1016,0
7,2052318,2942260,6887,262,124,1246,1098,0
7,2942260,3656065,6927,263,118,1246,1121,0
7,3656065,4836927,7952,384,177,1246,1305,0
7,4836927,5382655,7660,377,183,1246,1252,0
7,5382655,6298098,7910,390,195,1246,1293,0
7,6298098,7759588,8682,436,214,1246,1413,0
7,7759588,8027038,7221,289,145,1246,1172,0
7,8027038,8567718,7022,256,124,1246,1125,0
7,8567718,9118712,7720,391,191,1246,1270,1
7,9118712,9687113,8910,752,380,1246,1474,2
7,9687113,10794857,9025,767,387,1246,1488,2
7,10794857,11777281,9786,872,436,1246,1596,1
7,11777281,12549807,7565,362,180,1246,1226,0
7,12549807,13594108,7592,358,177,1246,1243,0
7,13594108,14453061,8147,457,222,1246,1341,1
7,14453061,15331080,6812,322,160,1246,1126,1
7,15331080,16618982,6899,330,164,1246,1134,1
7,16618982,17842957,7173,318,156,1246,1185,1
7,17842957,19213238,6755,251,125,1246,1116,1
7,19213238,20254683,6842,240,116,1246,1121,1
7,20254683,21226864,7449,259,120,1246,1223,1
7,21226864,22086004,7814,296,134,1246,1286,2
7,22086004,22898849,7895,313,144,1246,1324,2
7,22898849,22899109,6645,244,114,1246,1121,2
7,22899109,24441525,7375,296,140,1246,1237,3
7,24441525,25687574,7515,327,168,1246,1272,4
7,25687574,25690507,6051,238,124,1246,1028,4
7,25690507,27676518,6928,280,141,1246,1179,4
7,27676518,28745342,7785,366,197,1246,1294,4
7,28745342,28746647,6563,262,143,1246,1093,2
7,28746647,29276307,9183,799,430,1246,1534,3
7,29276307,29803408,9769,986,530,1246,1618,2
7,29803408,29816649,9382,944,505,1246,1545,1
7,29816649,30625161,9871,1003,538,1246,1626,1
7,30625161,31290071,9779,862,452,1246,1600,2
7,31290071,31292900,7050,291,149,1246,1164,1
7,31292900,32213693,7492,310,155,1246,1231,2
7,32213693,33877938,6855,253,120,1246,1124,2
7,33877938,35771187,7488,267,132,1246,1228,1
7,35771187,36527098,7071,232,108,1246,1162,1
7,36527098,37307515,7399,246,113,1246,1211,1
7,37307515,38837219,8385,313,148,1246,1362,0
7,38837219,39991447,7425,256,128,1246,1204,0
7,39991447,41519437,7991,304,156,1246,1310,0
7,41519437,42360535,7279,283,142,1246,1198,0
7,42360535,44161809,8253,376,187,1246,1346,1
7,44161809,44163838,7501,334,164,1246,1219,1
7,44163838,45297789,8624,461,228,1246,1402,1
7,45297789,46116418,7925,374,194,1246,1271,1
7,46116418,47873697,8294,352,183,1246,1356,1
7,47873697,49826804,7887,348,187,1246,1283,1
7,49826804,51087799,8715,430,220,1246,1409,1
7,51087799,52140617,9086,480,234,1246,1480,1
7,52140617,54722897,9150,511,249,1246,1485,2
7,54722897,55947234,8372,413,204,1246,1370,2
7,55947234,66824003,8396,377,182,1246,1359,2
7,66824003,68313808,8874,430,201,1246,1458,2
7,68313808,69440514,8474,402,199,1246,1399,2
7,69440514,71016159,9421,547,270,1246,1546,2
7,71016159,72365704,9227,527,274,1246,1489,2
7,72365704,73735637,9073,514,265,1246,1471,2
7,73735637,73761974,8188,393,198,1246,1314,1
7,73761974,75728467,9059,459,226,1246,1443,1
7,75728467,77689512,7788,297,136,1246,1254,1
7,77689512,77696285,6340,208,103,1246,1042,1
7,77696285,78259010,6970,236,119,1246,1146,1
7,78259010,79693907,6507,190,100,1246,1066,1
7,79693907,79697483,5534,136,77,1246,895,1
7,79697483,81234408,7723,293,161,1246,1264,1
7,81234408,82126729,8168,403,206,1246,1334,1
7,82126729,83269003,9195,540,271,1246,1510,1
7,83269003,84019407,9032,557,285,1246,1498,2
7,84019407,87955614,9457,612,310,1246,1550,2
7,87955614,90385588,8661,502,257,1246,1415,2
7,90385588,91202455,8332,475,241,1246,1365,2
7,91202455,93360467,8134,394,190,1246,1329,0
7,93360467,94534886,7039,279,132,1246,1133,0
7,94534886,96932906,7496,277,136,1246,1226,0
7,96932906,98348297,8124,385,195,1246,1333,0
7,98348297,100359797,8464,440,223,1246,1395,0
7,100359797,102025660,9284,520,264,1246,1510,0
7,102025660,103923972,8924,461,233,1246,1465,1
7,103923972,105146812,7958,350,179,1246,1302,1
7,105146812,105979917,7912,319,161,1246,1267,1
7,105979917,107260778,6738,210,105,1246,1062,1
7,107260778,109324541,6253,190,102,1246,984,0
7,109324541,111845760,6751,218,105,1246,1074,0
7,111845760,114549101,6511,237,111,1246,1063,0
7,114549101,116642487,7251,331,154,1246,1187,0
7,116642487,121106234,8747,559,279,1246,1445,0
7,121106234,122531405,8933,643,318,1246,1489,0
7,122531405,124824179,8867,624,323,1246,1471,0
7,124824179,127674204,8808,563,295,1246,1452,0
7,127674204,129271852,8957,435,228,1246,1457,0
7,129271852,130313744,8789,454,225,1246,1448,0
7,130313744,130809315,9115,472,241,1246,1512,0
7,130809315,131342451,9234,554,270,1246,1527,0
7,131342451,131874975,9536,688,336,1246,1580,0
7,131874975,132410134,9517,688,332,1246,1577,0
7,132410134,135062056,9942,720,346,1246,1660,0
7,135062056,136140133,10075,856,419,1246,1664,0
7,136140133,137308798,10839,1182,588,1246,1783,0
7,137308798,137680075,10933,1203,596,1246,1777,0
7,137680075,138065078,10049,873,433,1246,1615,1
7,138065078,138696170,8942,581,286,1246,1446,1
7,138696170,139575289,7040,273,134,1246,1118,1
7,139575289,141085025,6706,225,124,1246,1085,1
7,141085025,142162715,6218,199,108,1246,997,1
7,142162715,144706092,7266,323,187,1246,1184,1
7,144706092,146424950,9441,733,389,1246,1525,0
7,146424950,147054730,11024,1410,745,1246,1804,0
7,147054730,147580224,11097,1429,753,1246,1826,0
7,147580224,148114265,10939,1345,720,1246,1794,0
7,148114265,148639930,8004,358,199,1246,1288,0
7,148639930,150239676,8641,383,194,1246,1392,0
7,150239676,151077505,8013,335,159,1246,1285,1
7,151077505,151385251,7822,333,159,1246,1264,1
7,151385251,151888002,9485,499,252,1246,1531,1
7,151888002,152475241,8444,399,211,1246,1370,1
7,152475241,152697566,9055,495,263,1246,1460,1
7,152697566,153096195,9062,487,268,1246,1457,1
7,153096195,153652188,8413,417,224,1246,1354,1
7,153652188,154222706,9326,613,334,1246,1529,0
7,154222706,154442884,8943,695,369,1246,1465,0
7,154442884,154743899,9328,754,399,1246,1538,0
7,154743899,155132662,8972,704,383,1246,1483,0
7,155132662,155134684,6516,241,129,1246,1089,0
7,155134684,155538967,7516,291,149,1246,1241,0
